name,slug,type,state,city,seats,annual_fees,closing_rank_open,nirf_rank,asmi_recommended,course,established_year,hospital_beds,photo,photo_placeholder_color,contact_phone,contact_email,website,address,affiliated_university,opd_daily,bond_years,bond_penalty,hostel_available,asmi_pulse_score,asmi_verdict,description,attached_hospital,nearby_airport,nearby_railway_station,google_location,pg_courses_availability
"Government Medical College, The Nilgiris",government-medical-college-the-nilgiris,Government,Tamil Nadu,The Nilgiris,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Thiruvallur",government-medical-college-thiruvallur,Government,Tamil Nadu,Thiruvallur,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Thrissur",government-medical-college-thrissur,Government,Kerala,Thrissur,175,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Vidisha, Mp",government-medical-college-vidisha-mp,Government,Madhya Pradesh,MP,180,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Vikarabad, Telangana",government-medical-college-vikarabad-telangana,Government,Telangana,Telangana,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Virudhunagar",government-medical-college-virudhunagar,Government,Tamil Nadu,Virudhunagar,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Wayanad",government-medical-college-wayanad,Government,Kerala,Wayanad,50,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Yadadri",government-medical-college-yadadri,Government,Telangana,Yadadri,50,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College,Ariyalur",government-medical-college-ariyalur,Government,Tamil Nadu,Ariyalur,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College,Dindigul",government-medical-college-dindigul,Government,Tamil Nadu,Dindigul,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College,Jagtial",government-medical-college-jagtial,Government,Telangana,Jagtial,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical College Haridwar,government-medical-college-haridwar,Government,Uttarakhand,,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical College Sawai Madhopur,government-medical-college-sawai-madhopur,Government,Rajasthan,Madhopur,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Jajpur (Jkmc), Odisha",government-medical-college-jajpur-jkmc-odisha,Government,Odisha,Odisha,50,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Sirohi, Rajasthan",government-medical-college-sirohi-rajasthan,Government,Rajasthan,Rajasthan,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Siddhartha Medical College, Vijayawada",government-siddhartha-medical-college-vijayawada,Government,andhra Pradesh,Vijayawada,175,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Sivagangai Medical College, Sivaganga",government-sivagangai-medical-college-sivaganga,Government,Tamil Nadu,Sivaganga,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Tiruvannamalai Medical College, Tiruvannamalai",government-tiruvannamalai-medical-college-tiruvannamalai,Government,Tamil Nadu,Tiruvannamalai,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Vellore Medical College, Vellore",government-vellore-medical-college-vellore,Government,Tamil Nadu,Vellore,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Villupuram Medical College, Villupuram",government-villupuram-medical-college-villupuram,Government,Tamil Nadu,Villupuram,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Nandyal, andhra Pradesh",government-medical-college-nandyal-andhra-pradesh,Government,andhra Pradesh,andhra Pradesh,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Tonk",government-medical-college-tonk,Government,Rajasthan,Tonk,50,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Governmet Medical College, Ongole (Previously, Rajiv Gandhi Institute of Medical Sciences,Ongole, Ap)",governmet-medical-college-ongole-previously-rajiv-gandhi-institute-of-medical-sc,Government,andhra Pradesh,AP),150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Govt Medical College Udhampur, Jammu & Kashmir",govt-medical-college-udhampur-jammu-kashmir,Government,Jammu & Kashmir,Jammu & Kashmir,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Govt Medical College, Mahasamund",govt-medical-college-mahasamund,Government,Chattisgarh,Mahasamund,125,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Govt. Medical College, Doda, Kashmir",govt-medical-college-doda-kashmir,Government,Jammu & Kashmir,Kashmir,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Govt. Medical College, Kolkata",govt-medical-college-kolkata,Government,West Bengal,Kolkata,250,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Govt. Medical College,Pariyaram, Kannur",govt-medical-college-pariyaram-kannur,Government,Kerala,Kannur,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Govt. Mohan Kumaramangalam Medical College, Salem- 30",govt-mohan-kumaramangalam-medical-college-salem-30,Government,Tamil Nadu,Salem- 30,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Gulbarga Institute of Medical Sciences, Gulbarga",gulbarga-institute-of-medical-sciences-gulbarga,Government,Karnataka,Gulbarga,200,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Guntur Medical College, Guntur",guntur-medical-college-guntur,Government,andhra Pradesh,Guntur,250,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Guru Govind Singh Medical College, Faridkot",guru-govind-singh-medical-college-faridkot,Government,Punjab,Faridkot,250,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"H.B.T. Medical College & Dr. R.N. Cooper Municipal General Hospital, Juhu, Mumba",h-b-t-medical-college-dr-r-n-cooper-municipal-general-hospital-juhu-mumba,Government,Maharashtra,Mumba,200,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Hassan Institute of Medical Sciences, Hassan",hassan-institute-of-medical-sciences-hassan,Government,Karnataka,HASSAN,200,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Haveri Institute of Medical Sciences,haveri-institute-of-medical-sciences,Government,Karnataka,Sciences,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Hazaribagh Medical College Hazaribagh,hazaribagh-medical-college-hazaribagh,Government,Jharkhand,,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Indira Gandhi Institute of Medical Sciences,Sheikhpura, Patna",indira-gandhi-institute-of-medical-sciences-sheikhpura-patna,Government,Bihar,Patna,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Indira Gandhi Medical College & Hospital, Nagpur",indira-gandhi-medical-college-hospital-nagpur,Government,Maharashtra,Nagpur,200,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Indira Gandhi Medical College & Research Institute, Puducherry",indira-gandhi-medical-college-research-institute-puducherry,Government,Pondicherry,Puducherry,180,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Indira Gandhi Medical College, Shimla",indira-gandhi-medical-college-shimla,Government,Himachal Pradesh,Shimla,120,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Institute of Postgraduate Medical Education & Research, Kolkata",institute-of-postgraduate-medical-education-research-kolkata,Government,West Bengal,Kolkata,200,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Jannayak Karpoori Thakur Medical College and Hospital, Madhepura, Bihar",jannayak-karpoori-thakur-medical-college-and-hospital-madhepura-bihar,Government,Bihar,BIHAR,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Jalpaiguri Government Medical College and Hospital, Jalpaiguri, West Bengal",jalpaiguri-government-medical-college-and-hospital-jalpaiguri-west-bengal,Government,West Bengal,West Bengal,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Jawaharlal Nehru Institute of Medical Sciences,jawaharlal-nehru-institute-of-medical-sciences,Government,Manipur,Medical Sciences,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Jawaharlal Nehru Medical College, Ajmer",jawaharlal-nehru-medical-college-ajmer,Government,Rajasthan,Ajmer,250,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Jawaharlal Nehru Medical College, Bhagalpur",jawaharlal-nehru-medical-college-bhagalpur,Government,Bihar,Bhagalpur,120,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Jhalawar Medical College, Jhalawar",jhalawar-medical-college-jhalawar,Government,Rajasthan,Jhalawar,200,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Jhargram Government Medical College and Hospital, Wb",jhargram-government-medical-college-and-hospital-wb,Government,West Bengal,WB,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Jorhat Medical College and Hospital,jorhat-medical-college-and-hospital,Government,Assam,Hospital,125,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"K A P Viswanathan Government Medical College, Trichy",k-a-p-viswanathan-government-medical-college-trichy,Government,Tamil Nadu,Trichy,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Kakatiya Medical College, Warangal",kakatiya-medical-college-warangal,Government,Telangana,Warangal,250,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Kalpana Chawala Govt. Medical College, Karnal, Haryana",kalpana-chawala-govt-medical-college-karnal-haryana,Government,Haryana,Haryana,120,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Kalyan Singh Government Medical College, Bulandshahr, Up",kalyan-singh-government-medical-college-bulandshahr-up,Government,Uttar Pradesh,UP,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Kanyakumari Government Medical College, Asaripallam",kanyakumari-government-medical-college-asaripallam,Government,Tamil Nadu,Asaripallam,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Karnataka Institute of Medical Sciences, Hubballi",karnataka-institute-of-medical-sciences-hubballi,Government,Karnataka,Hubballi,200,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Karwar Institute of Medical Sciences, Karwar",karwar-institute-of-medical-sciences-karwar,Government,Karnataka,Karwar,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Kilpauk Medical College, Chennai",kilpauk-medical-college-chennai,Government,Tamil Nadu,Chennai,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"King George Medical University, Lucknow",king-george-medical-university-lucknow,Government,Uttar Pradesh,Lucknow,250,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Kodagu Institute of Medical Sciences, Kodagu",kodagu-institute-of-medical-sciences-kodagu,Government,Karnataka,Kodagu,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Kokrajhar Medical College, Assam",kokrajhar-medical-college-assam,Government,Assam,Assam,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Koppal Institute of Medical Sciences, Koppal",koppal-institute-of-medical-sciences-koppal,Government,Karnataka,Koppal,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Kurnool Medical College, Kurnool",kurnool-medical-college-kurnool,Government,andhra Pradesh,Kurnool,250,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Lakhimpur Medical College,lakhimpur-medical-college,Government,Assam,Dibrugarh,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Llrm Medical College, Meerut",llrm-medical-college-meerut,Government,Uttar Pradesh,Meerut,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Lady Hardinge Medical College, New Delhi",lady-hardinge-medical-college-new-delhi,Government,Delhi,New Delhi,240,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Late Shri Baliram Kashyap Memorial Ndmc Govt. Medical College, Jagdalpur",late-shri-baliram-kashyap-memorial-ndmc-govt-medical-college-jagdalpur,Government,Chattisgarh,Jagdalpur,125,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Late Shri Lakhi Ram Agrawal Memorial Govt. Medical College, Raigarh",late-shri-lakhi-ram-agrawal-memorial-govt-medical-college-raigarh,Government,Chattisgarh,Raigarh,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Late. Bisahu Das Mahant Memorial Medical College Korba C.G.,late-bisahu-das-mahant-memorial-medical-college-korba-c-g,Government,Chattisgarh,Korba,125,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Lokmanya Tilak Municipal Medical College, Sion, Mumbai",lokmanya-tilak-municipal-medical-college-sion-mumbai,Government,Maharashtra,Mumbai,200,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"M G M Medical College, Indore",m-g-m-medical-college-indore,Government,Madhya Pradesh,Indore,250,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"M G M Medical College, Jamshedpur",m-g-m-medical-college-jamshedpur,Government,Jharkhand,Jamshedpur,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Mahatma Vidur Autonomous State Medical College Bijnor  Up,mahatma-vidur-autonomous-state-medical-college-bijnor-up,Government,Uttar Pradesh,College,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Medical College, Baroda",medical-college-baroda,Government,Gujarat,BARODA,250,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Mkcg Medical College, Berhampur",mkcg-medical-college-berhampur,Government,Odisha,Berhampur,250,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Mp Shah Medical College, Jamnagar",mp-shah-medical-college-jamnagar,Government,Gujarat,JAMNAGAR,250,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Mysore Medical College and Research Institute, Mysuru",mysore-medical-college-and-research-institute-mysuru,Government,Karnataka,MYSURU,250,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Madras Medical College, Chennai",madras-medical-college-chennai,Government,Tamil Nadu,Chennai,250,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Madurai Medical College, Madurai",madurai-medical-college-madurai,Government,Tamil Nadu,Madurai,250,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Mahamaya Rajkiya Allopathic Medical College, Ambedkarnagar",mahamaya-rajkiya-allopathic-medical-college-ambedkarnagar,Government,Uttar Pradesh,Ambedkarnagar,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Maharani Laxmi Bai Medical College, Jhansi",maharani-laxmi-bai-medical-college-jhansi,Government,Uttar Pradesh,Jhansi,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Maharishi Chyawan Medical College, Koriawas",maharishi-chyawan-medical-college-koriawas,Government,Haryana,Koriawas,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Maharshi Devraha Baba Autonomous State Medical College, Deoria",maharshi-devraha-baba-autonomous-state-medical-college-deoria,Government,Uttar Pradesh,Deoria,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Mahatma Gandhi Institute of Medical Sciences, Sevagram, Wardha",mahatma-gandhi-institute-of-medical-sciences-sevagram-wardha,Government,Maharashtra,Wardha,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Malda Medical College & Hospital, Malda",malda-medical-college-hospital-malda,Government,West Bengal,Malda,125,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Mandya Institute of Medical Sciences, Mandya",mandya-institute-of-medical-sciences-mandya,Government,Karnataka,Mandya,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Medical College, Thiruvananthapuram",medical-college-thiruvananthapuram,Government,Kerala,Thiruvananthapuram,250,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Medinirai Medical College & Hospital, Palamu",medinirai-medical-college-hospital-palamu,Government,Jharkhand,Palamu,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Midnapore Medical College, Midnapore",midnapore-medical-college-midnapore,Government,West Bengal,Midnapore,200,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Moti Lal Nehru Medical College, Allahabad",moti-lal-nehru-medical-college-allahabad,Government,Uttar Pradesh,Allahabad,200,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Murshidabad Medical College & Hospitals, Murshidabad",murshidabad-medical-college-hospitals-murshidabad,Government,West Bengal,Murshidabad,125,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Namo Medical Education and Research Institute, Silvassa",namo-medical-education-and-research-institute-silvassa,Government,Dadra and Nagar Haveli,Silvassa,177,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Nagaland Institute of Medical Sciences and Research, Nagaland",nagaland-institute-of-medical-sciences-and-research-nagaland,Government,Nagaland,Nagaland,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Nagaon Medical College,nagaon-medical-college,Government,Assam,Dibrugarh,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Nalanda Medical College, Patna",nalanda-medical-college-patna,Government,Bihar,Patna,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Nalbari Medical College and Hospital, Assam",nalbari-medical-college-and-hospital-assam,Government,Assam,Assam,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Netaji Subhash Chandra Bose Medical College, Jabalpur",netaji-subhash-chandra-bose-medical-college-jabalpur,Government,Madhya Pradesh,Jabalpur,250,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Nilratan Sircar Medical College, Kolkata",nilratan-sircar-medical-college-kolkata,Government,West Bengal,Kolkata,250,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"North Bengal Medical College, Darjeeling",north-bengal-medical-college-darjeeling,Government,West Bengal,Darjeeling,200,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"North Delhi Muncipal Corporation Medical College, Delhi",north-delhi-muncipal-corporation-medical-college-delhi,Government,Delhi,Delhi,60,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"North Eastern Indira Gandhi Regional Instt. of Health and Medical Sciences, Shil",north-eastern-indira-gandhi-regional-instt-of-health-and-medical-sciences-shil,Government,Meghalaya,Shil,50,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Osmania Medical College, Hyderabad",osmania-medical-college-hyderabad,Government,Telangana,Hyderabad,250,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Pabitra Mohan Pradhan Medical College, Talcher",pabitra-mohan-pradhan-medical-college-talcher,Government,Odisha,TALCHER,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Pt Neki Ram Sharma Government Medical College, Bhiwani",pt-neki-ram-sharma-government-medical-college-bhiwani,Government,Haryana,BHIWANI,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Pandit Deendayal Upadhyay Medical College, Rajkot",pandit-deendayal-upadhyay-medical-college-rajkot,Government,Gujarat,Rajkot,200,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Patliputra Medical College, Dhanbad",patliputra-medical-college-dhanbad,Government,Jharkhand,Dhanbad,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Patna Medical College, Patna",patna-medical-college-patna,Government,Bihar,Patna,200,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Prafulla Chandra Sen Government Medical College and Hospital,prafulla-chandra-sen-government-medical-college-and-hospital,Government,West Bengal,College,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Pragjyotishpur Medical College,pragjyotishpur-medical-college,Government,Assam,Dibrugarh,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Pt B D Sharma Post Graduate Institute of Medical Sciences, Rohtak",pt-b-d-sharma-post-graduate-institute-of-medical-sciences-rohtak,Government,Haryana,Rohtak,250,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Pt. J N M Medical College, Raipur",pt-j-n-m-medical-college-raipur,Government,Chattisgarh,Raipur,230,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Pt. Jawahar Lal Nehru Government Medical College, Chamba",pt-jawahar-lal-nehru-government-medical-college-chamba,Government,Himachal Pradesh,Chamba,120,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Pt. Raghunath Murmu Medical College and Hospital, Baripada, Odisha",pt-raghunath-murmu-medical-college-and-hospital-baripada-odisha,Government,Odisha,Odisha,125,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Purulia Government Medical College & Hospital,purulia-government-medical-college-hospital,Government,West Bengal,& Hospital,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"R N T Medical College,  Udaipur",r-n-t-medical-college-udaipur,Government,Rajasthan,Udaipur,250,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Rangaraya Medical College, Kakinada",rangaraya-medical-college-kakinada,Government,andhra Pradesh,KAKINADA,250,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Rg Kar Medical College, Kolkata",rg-kar-medical-college-kolkata,Government,West Bengal,Kolkata,249,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Ruhs College of Medical Sciences, Jaipur",ruhs-college-of-medical-sciences-jaipur,Government,Rajasthan,Jaipur,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Raichur Institute of Medical Science, Raichur",raichur-institute-of-medical-science-raichur,Government,Karnataka,Raichur,200,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Raiganj Government Medical College & Hospital, Raiganj",raiganj-government-medical-college-hospital-raiganj,Government,West Bengal,Raiganj,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Rajah Muthiah Medical College, Annamalainagar",rajah-muthiah-medical-college-annamalainagar,Government,Tamil Nadu,Annamalainagar,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Rajashree Chatrapati Shahu Maharaj Government Medical College, Kolhapur",rajashree-chatrapati-shahu-maharaj-government-medical-college-kolhapur,Government,Maharashtra,Kolhapur,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Rajendra Institute of Medical Sciences, Ranchi",rajendra-institute-of-medical-sciences-ranchi,Government,Jharkhand,Ranchi,180,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Rajiv Gandhi Institute of Medical Sciences, Adilabad",rajiv-gandhi-institute-of-medical-sciences-adilabad,Government,Telangana,adilabad,120,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Rajiv Gandhi Medical College and Chhatrapati Shivaji Maharaj Hospital, Thane",rajiv-gandhi-medical-college-and-chhatrapati-shivaji-maharaj-hospital-thane,Government,Maharashtra,Thane,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Rajkiya Allopathic Medical College, Bahraich, Up",rajkiya-allopathic-medical-college-bahraich-up,Government,Uttar Pradesh,UP,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Rajkiya Medical College Jalaun, Orai, Uttar Pradesh",rajkiya-medical-college-jalaun-orai-uttar-pradesh,Government,Uttar Pradesh,Uttar Pradesh,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Rampurhat Government Medical College & Hospital, Rampurhat",rampurhat-government-medical-college-hospital-rampurhat,Government,West Bengal,Rampurhat,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Regional Institute of Medical Sciences,regional-institute-of-medical-sciences,Government,Manipur,Sciences,125,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"S N Medical College, Agra",s-n-medical-college-agra,Government,Uttar Pradesh,Agra,200,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"S V Medical College, Tirupati",s-v-medical-college-tirupati,Government,andhra Pradesh,Tirupati,240,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Scb Medical College, Cuttack",scb-medical-college-cuttack,Government,Odisha,Cuttack,250,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Sms Medical College, Jaipur",sms-medical-college-jaipur,Government,Rajasthan,Jaipur,250,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Srtr Medical College, Ambajogai",srtr-medical-college-ambajogai,Government,Maharashtra,Ambajogai,150,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Svims-Sri Padmavathi Medical College For Women, Svims Campus, Alipiri Road, Tiru",svims-sri-padmavathi-medical-college-for-women-svims-campus-alipiri-road-tiru,Government,andhra Pradesh,TIRU,175,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Saheed Laxman Nayak Medical College & Hospital, Koraput",saheed-laxman-nayak-medical-college-hospital-koraput,Government,Odisha,Koraput,125,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Saheed Rendo Majhi Medical College and Hospital, Bhawanipatna, Kalahandi, Odisha",saheed-rendo-majhi-medical-college-and-hospital-bhawanipatna-kalahandi-odisha,Government,Odisha,Odisha,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Sarat Chandra Chattopadhyay Government Medical College & Hospital, Uluberia",sarat-chandra-chattopadhyay-government-medical-college-hospital-uluberia,Government,West Bengal,Uluberia,100,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Sardar Patel Medical College, Bikaner",sardar-patel-medical-college-bikaner,Government,Rajasthan,Bikaner,250,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Shaheed Hasan Khan Mewati Government Medical College, Nalhar",shaheed-hasan-khan-mewati-government-medical-college-nalhar,Government,Haryana,Nalhar,120,,,,FALSE,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
